UUIDFactura,EsManual,Nombre_Receptor,RFC_Receptor,Nombre_Emisor,RFC_Emisor,FechaEmision,Monto,MontoPagado,MontoAPagar,MetodoPago,Vigencia,DivisaFactura,DivisaMovimiento,EstadoFactura,IdTransaccion,MontoTransaccion,FechaTransaccion,TransaccionConcepto,BancoEmisor,CuentaEmisora,BancoReceptor,CuentaReceptora,MontoAbonado,ClaveRastreo,Observaciones
4A68FC62C7B940F6A426B1D30485FB20,NO,M**** L****M****,MOR010101**7,C**** S****S****,CSS010101**0,08/08/23,3111.6,0,3111.6,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
43CBDEBA83B74FC1B76F5F1E517E7682,NO,C**** S****S****,CSS010101**0,T**** E****E****,TEE010101**0,31/08/23,68324,0,68324,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
4132AED7AB8C46F28931EB0052ED1627,NO,C**** S****S****,CSS010101**0,H**** D****P****,HDS010101**9,30/08/23,115704.86,0,115704.86,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
3A95D86EEB3B47AFB2E95290CEC7BC2A,NO,C**** S****S****,CSS010101**0,H**** D****P****,HDS010101**9,30/08/23,63037.14,0,63037.14,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
3810B25782E44A0BA2D37A3692F1537F,NO,C**** S****S****,CSS010101**0,B**** I****S****,BII010101**1,03/08/23,203.58,0,203.58,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
378D85E70CF64C549E2AA43C7372784E,NO,C**** S****S****,CSS010101**0,I**** M****D****,IMS010101**5,18/08/23,8726.99,8726.99,0,PUE,No definido,MXN,MXN,PAGADA,8c484d1649f27ddead7276e23aecb78f,8726.99,14/08/23,N****,INBURSA,3618****0900,INBURSA,NA,8726.99,NA,VINCULACION NO CONFIRMADA
2DA35AF61C3447F1952B9FDD748B4847,NO,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,30/08/23,36373.97,0,36373.97,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
276105D06A11481C83FA789F1C2B5565,NO,C**** S****S****,CSS010101**0,F**** F****M****,FFM010101**4,25/08/23,4500,0,4500,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
228B9B3B0BC1400BA28AA42427EAA125,NO,C**** S****S****,CSS010101**0,T**** T****S****,TTS010101**9,30/08/23,157064,0,157064,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
22234A42C2164473AA533BC2E8F24497,NO,R**** M****T****,MOT010101**1,C**** S****S****,CSS010101**0,08/08/23,5416.81,0,5416.81,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
21C1A0A9B7064891B8928222A7C6F318,NO,C**** S****S****,CSS010101**0,S**** G****A****,SGD010101**1,30/08/23,40244.26,0,40244.26,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
1CA347045ED14EEAA5E9B7500CCDA850,NO,C**** S****S****,CSS010101**0,P****,PAD010101**3,15/08/23,2411.65,0,2411.65,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
1C49018E11D74E67813BA03A98694B30,NO,V**** H****M****,MOM010101**4,C**** S****S****,CSS010101**0,16/08/23,3111.6,0,3111.6,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
1B570BBA3C6B4FCA832789FCF7D0DDB7,NO,S**** B****F****,SBF010101**0,S**** D****T****,STP010101**6,02/08/23,3963.72,3963.72,0,PPD,No definido,MXN,MXN,PAGADA,204736631bc968dfc7df7cace8610cf8,3963.72,25/08/23, **** A****0****,BANREGIO,5818****7700, STP,6461****3000,3963.72, 058****J651,VINCULACION NO CONFIRMADA
178D6CB6CB794AC9AE8FD27B26937728,NO,C**** S****S****,CSS010101**0,F**** F****M****,FFM010101**4,25/08/23,4500,0,4500,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
177CE8DED23F4AD285FF506398DFE0A9,NO,J**** J****A****,AEB010101**7,C**** S****S****,CSS010101**0,16/08/23,5144.06,0,5144.06,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
162B1A927E6D4BE9BB92D71661655D27,NO,S**** B****F****,SBF010101**0,B**** S****M****,BSM010101**8,02/08/23,810.84,0,810.84,PUE,No definido,MXN,NA,VENCIDA,NA,0,NA,N****,NA,NA,NA,NA,0,NA,NINGUNA
